# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec 13 14:48:01 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Microlensing%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,1,Microlensing,2022,KMTNet,0,,,,,2.290000,0.560000,-0.710000,0,1.970,,,0,0.176,,,0,4.55000,2.31000,-2.31000,0,0.01432,0.00727,-0.00727,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.37,0.19,-0.19,0,,,,,,,,,,18h02m44.06s,270.6835833,-28d03m37.80s,-28.0605000,5720.0000000,1100.0000000,-1670.0000000,,,,,,,,,
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,1,Microlensing,2023,KMTNet,0,,,,,4.500000,0.900000,-1.300000,0,13.600,,,0,1.210,,,0,467.20776,206.58846,-244.72787,0,1.47000,0.65000,-0.77000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.72,0.32,-0.38,0,,,,,,,,,,18h09m35.90s,272.3995833,-29d05m02.18s,-29.0839389,5070.0000000,980.0000000,-1500.0000000,,,,,,,,,
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1,1,Microlensing,2022,KMTNet,0,,,,,0.720000,0.130000,-0.140000,0,6.900,,,0,0.616,,,0,38.13941,63.56568,-22.24799,0,0.12000,0.20000,-0.07000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.08,0.13,-0.04,0,,,,,,,,,,17h51m12.82s,267.8034167,-31d51m51.70s,-31.8643611,7680.0000000,1040.0000000,-1100.0000000,,,,,,,,,
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,1,Microlensing,2022,KMTNet,0,,,,,2.500000,0.800000,-0.600000,0,7.710,,,0,0.688,,,0,46.00000,30.00000,-23.00000,0,0.14473,0.09439,-0.07237,0,Mass,,,,,,,,,,,,,0,,4570.00,,,0,,,,,0.58,0.33,-0.27,0,,,,,,,,,,17h58m19.0s,269.5791667,-30d08m43s,-30.1452778,7200.0000000,700.0000000,-1300.0000000,,,,,,,,,
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1,1,Microlensing,2023,KMTNet,0,,,,,0.900000,0.130000,-0.130000,0,12.100,,,0,1.080,,,0,6674.39655,9217.02380,-3813.94088,0,21.00000,29.00000,-12.00000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.13,0.18,-0.07,0,,,,,,,,,,18h01m45.59s,270.4399583,-27d25m07.21s,-27.4186694,6920.0000000,970.0000000,-1010.0000000,,,,,,,,,
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1,1,Microlensing,2022,KMTNet,0,,,,,1.900000,0.300000,-0.300000,0,14.000,,,0,1.250,,,0,232.01474,158.91420,-127.13136,0,0.73000,0.50000,-0.40000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.48,0.33,-0.26,0,,,,,,,,,,17h42m46.05s,265.6918750,-27d22m33.02s,-27.3758389,6900.0000000,900.0000000,-1300.0000000,,,,,,,,,
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,1,Microlensing,2023,KMTNet,0,,,,,1.790000,0.300000,-0.380000,0,13.800,,,0,1.230,,,0,340.07640,365.50267,-216.12332,0,1.07000,1.15000,-0.68000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.37,0.40,-0.23,0,,,,,,,,,,17h52m02.04s,268.0085000,-32d16m11.10s,-32.2697500,7090.0000000,1180.0000000,-1530.0000000,,,,,,,,,
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,1,Microlensing,2022,KMTNet,0,,,,,1.150000,0.200000,-0.200000,0,5.020,,,0,0.448,,,0,22.24799,31.78284,-12.71314,0,0.07000,0.10000,-0.04000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.14,0.20,-0.07,0,,,,,,,,,,18h00m14.98s,270.0624167,-28d36m44.78s,-28.6124389,6800.0000000,970.0000000,-1080.0000000,,,,,,,,,
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,1,Microlensing,2023,KMTNet,0,,,,,1.850000,0.310000,-0.310000,0,13.900,,,0,1.240,,,0,286.04557,133.48793,-76.27882,0,0.90000,0.42000,-0.24000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.20,0.10,-0.05,0,,,,,,,,,,17h57m14.21s,269.3092083,-29d06m07.09s,-29.1019694,2970.0000000,720.0000000,-720.0000000,,,,,,,,,
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,1,Microlensing,2023,KMTNet,0,,,,,3.020000,0.450000,-0.560000,0,10.900,,,0,0.971,,,0,82.63539,41.31769,-34.96112,0,0.26000,0.13000,-0.11000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.63,0.32,-0.28,0,,,,,,,,,,17h41m26.86s,265.3619167,-34d41m55.21s,-34.6986694,7140.0000000,1070.0000000,-1340.0000000,,,,,,,,,
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,1,Microlensing,2023,KMTNet,0,,,,,1.900000,0.600000,-0.700000,0,4.050,,,0,0.361,,,0,15.40000,9.60000,-7.40000,0,0.04845,0.03020,-0.02328,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.53,0.31,-0.26,0,,,,,,,,,,17h58m20.06s,269.5835833,-32d17m43.1s,-32.2953056,3500.0000000,1600.0000000,-1600.0000000,,,,,,,,,
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,1,Microlensing,2023,KMTNet,0,,,,,1.380000,0.180000,-0.200000,0,12.100,,,0,1.080,,,0,98.52681,146.20107,-50.85255,0,0.31000,0.46000,-0.16000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.28,-0.10,0,,,,,,,,,,17h38m50.22s,264.7092500,-28d21m20.41s,-28.3556694,7710.0000000,1010.0000000,-1090.0000000,,,,,,,,,
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,1,Microlensing,2024,KMTNet,0,,,,,2.960000,0.540000,-0.750000,0,3.670,,,0,0.327,,,0,13.03096,6.35657,-6.67440,0,0.04100,0.02000,-0.02100,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.63,0.32,-0.32,0,,,,,,,,,,17h45m17.77s,266.3240417,-25d04m46.16s,-25.0794889,5900.0000000,1070.0000000,-1500.0000000,,,,,,,,,
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,1,Microlensing,2024,KMTNet,0,,,,,2.310000,0.340000,-0.390000,0,7.040,,,0,0.628,,,0,39.41072,29.24021,-21.29450,0,0.12400,0.09200,-0.06700,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.47,0.35,-0.26,0,,,,,,,,,,17h57m37.63s,269.4067917,-28d42m54.22s,-28.7150611,7070.0000000,1030.0000000,-1190.0000000,,,,,,,,,
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,1,Microlensing,2024,KMTNet,0,,,,,2.960000,0.560000,-0.740000,0,6.970,,,0,0.622,,,0,38.77507,21.61233,-21.61233,0,0.12200,0.06800,-0.06800,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.61,0.34,-0.34,0,,,,,,,,,,17h50m18.23s,267.5759583,-29d12m10.51s,-29.2029194,6390.0000000,1210.0000000,-1600.0000000,,,,,,,,,
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,1,Microlensing,2024,KMTNet,0,,,,,3.200000,0.700000,-0.800000,0,3.760,,,0,0.335,,,0,13.60000,8.30000,-6.90000,0,0.04279,0.02611,-0.02171,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.57,0.33,-0.29,0,,,,,,,,,,18h04m44.05s,271.1835417,-29d44m38.11s,-29.7439194,6800.0000000,800.0000000,-1800.0000000,,,,,,,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,1,Microlensing,2024,KMTNet,0,,,,,1.180000,0.170000,-0.180000,0,14.100,,,0,1.260,,,0,200.23190,225.65817,-108.06166,0,0.63000,0.71000,-0.34000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.17,0.19,-0.09,0,,,,,,,,,,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,7220.0000000,1060.0000000,-1100.0000000,,,,,,,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,1,Microlensing,2024,KMTNet,0,,,,,1.410000,0.220000,-0.270000,0,13.800,,,0,1.230,,,0,343.25468,486.27746,-184.34048,0,1.08000,1.53000,-0.58000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.17,0.24,-0.09,0,,,,,,,,,,17h25m27.84s,261.3660000,-29d03m30.49s,-29.0584694,6980.0000000,1090.0000000,-1340.0000000,,,,,,,,,
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,1,Microlensing,2024,KMTNet,0,,,,,2.630000,0.370000,-0.340000,0,1.430,,,0,0.127,,,0,2.63000,0.42000,-0.68000,0,0.00827,0.00132,-0.00214,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.51,0.08,-0.13,0,,,,,,,,,,18h13m55.74s,273.4822500,-28d26m50.60s,-28.4473889,6210.0000000,870.0000000,-800.0000000,,,,,,,,,
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,Microlensing,2008,MOA,0,,,,,0.620000,0.220000,-0.160000,0,1.630,,,0,0.146,,,0,3.30000,4.90000,-1.60000,0,0.01000,0.01500,-0.00500,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.06,0.03,-0.02,0,,,,,,,,,,18h08m03.80s,272.0158250,-27d09m00.27s,-27.1500750,1000.0000000,400.0000000,-400.0000000,,,,,,,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,Microlensing,2008,MOA,0,,,,,5.900000,0.700000,-0.700000,0,13.500,,,0,1.200,,,0,540.30829,82.63539,-82.63539,0,1.70000,0.26000,-0.26000,0,Mass,,,,,,,,,34,9,-9,0,0,,,,,,,,,,0.69,0.04,-0.04,0,,,,,,,,,,18h09m41.980s,272.4249167,-29d13m26.95s,-29.2241528,6890.0000000,770.0000000,-770.0000000,,,,,,,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,Microlensing,2009,MOA,0,,,,,1.100000,0.170000,-0.170000,0,5.180,,,0,0.462,,,0,23.40000,17.00000,-17.00000,0,0.07360,0.05300,-0.05300,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.21,0.14,-0.14,0,,,,,,,,,,17h54m14.53s,268.5605420,-34d46m40.99s,-34.7780528,7700.0000000,1100.0000000,-1100.0000000,,,,,,,,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,Microlensing,2013,MOA,0,,,,,2.700000,0.900000,-1.000000,0,13.000,,,0,1.160,,,0,1300.00000,540.00000,-600.00000,0,4.10000,1.70000,-1.90000,0,Mass,,,,,,,,,,,,,0,K,,,,,,,,,0.56,0.24,-0.27,0,,,,,,,,,,17h58m49.44s,269.7060000,-30d11m48.95s,-30.1969306,3300.0000000,1300.0000000,-1200.0000000,,,,,,,,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,Microlensing,2011,MOA,0,2800.00000000,2800.00000000,-500.00000000,0,3.200000,1.900000,-0.500000,0,3.210,,,0,0.286,,,0,10.40000,1.70000,-1.70000,0,0.03270,0.00530,-0.00530,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.56,0.09,-0.09,0,,,,,,,,,,17h48m05.95s,267.0081250,-35d00m19.5s,-35.0054111,3040.0000000,330.0000000,-330.0000000,,,,,,,,,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,Microlensing,2010,MOA,0,,,,,2.030000,0.210000,-0.210000,0,9.640,,,0,0.860,,,0,67.30000,6.20000,-6.20000,0,0.21200,0.02000,-0.02000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.52,0.05,-0.05,0,,,,,,,,,,18h06m58.13s,271.7422080,-26d49m10.9s,-26.8196917,7050.0000000,710.0000000,-710.0000000,,,,19.9800000,0.0900000,-0.0900000,,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,Microlensing,2010,MOA,0,1980.00000000,790.00000000,-590.00000000,0,1.800000,0.900000,-0.700000,0,13.200,,,0,1.180,,,0,830.00000,1300.00000,-510.00000,0,2.60000,4.10000,-1.60000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.19,0.30,-0.12,0,,,,,,,,,,17h53m50.79s,268.4616250,-33d59m25.0s,-33.9903333,5690.0000000,2180.0000000,-2190.0000000,,,,,,,,,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,Microlensing,2012,MOA,0,,,,,1.210000,0.160000,-0.160000,0,12.400,,,0,1.110,,,0,3500.00000,640.00000,-640.00000,0,11.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.16,0.03,-0.03,0,,,,,,,,,,18h10m11.342s,272.5472580,-26d31m22.544s,-26.5229319,2800.0000000,400.0000000,-400.0000000,,,,,,,,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,Microlensing,2018,MOA,0,,,,,2.420000,0.260000,-0.260000,0,14.200,,,0,1.270,,,0,170.00000,32.00000,-32.00000,0,0.54000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.58,0.11,-0.11,0,,,,,,,,,,18h07m49.67s,271.9569700,-25d20m40.7s,-25.3446388,3500.0000000,400.0000000,-400.0000000,24.3000000,1.5000000,-1.7000000,18.3000000,0.6000000,-0.8000000,,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,Microlensing,2013,MOA,0,,,,,0.920000,0.160000,-0.160000,0,2.990,,,0,0.266,,,0,9.20000,2.20000,-2.20000,0,0.02900,0.00700,-0.00700,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.11,0.01,-0.01,0,,,,,,,,,,17h57m59.12s,269.4963330,-30d42m54.63s,-30.7151750,810.0000000,100.0000000,-100.0000000,,,,18.7600000,0.3600000,-0.3600000,,,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,Microlensing,2015,MOA,0,,,,,1.720000,0.560000,-0.480000,0,11.100,,,0,0.994,,,0,86.00000,150.00000,-51.00000,0,0.27000,0.48000,-0.16000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.32,-0.11,0,,,,,,,,,,18h05m12.94s,271.3039170,-27d17m35.64s,-27.2932333,6430.0000000,1090.0000000,-1150.0000000,,,,,,,,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,Microlensing,2012,MOA,0,,,,,2.000000,3.000000,-1.000000,0,13.600,,,0,1.210,,,0,480.00000,300.00000,-100.00000,0,1.50000,0.80000,-0.30000,0,Mass,,,,,,,,,,,,,0,,5950.00,150.00,,0,,,,,0.67,0.33,-0.13,0,,,,,,,,,,18h06m07.44s,271.5310060,-31d27m16.1s,-31.4544773,2300.0000000,600.0000000,-600.0000000,,,,,,,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,Microlensing,2016,MOA,0,,,,,4.140000,0.640000,-0.640000,0,5.990,,,0,0.535,,,0,30.00000,16.00000,-12.00000,0,0.09000,0.05000,-0.04000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.75,0.35,-0.30,0,,,,,,,,,,18h03m24.96s,270.8540000,-29d12m48.3s,-29.2134167,7380.0000000,520.0000000,-620.0000000,,,,19.0000000,1.4000000,-1.4000000,,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,Microlensing,2014,MOA,0,,,,,0.950000,0.530000,-0.190000,0,4.290,,,0,0.383,,,0,17.00000,28.00000,-10.00000,0,0.05300,0.08800,-0.03000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.11,0.21,-0.06,0,,,,,,,,,,18h00m23.48s,270.0978330,-31d14m42.93s,-31.2452583,7200.0000000,800.0000000,-800.0000000,,,,,,,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,Microlensing,2018,MOA,0,,,,,0.690000,0.240000,-0.240000,0,4.430,,,0,0.396,,,0,18.00000,34.00000,-12.00000,0,0.05700,0.11000,-0.03800,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.15,0.27,-0.10,0,,,,,,,,,,17h55m28.29s,268.8678890,-29d10m14.4s,-29.1706657,4400.0000000,1400.0000000,-1400.0000000,,,,23.4000000,1.8000000,-2.0000000,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,Microlensing,2012,MOA,0,3000.00000000,,,0,1.100000,0.100000,-0.100000,0,12.900,,,0,1.150,,,0,1500.00000,100.00000,-100.00000,0,4.80000,0.30000,-0.30000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.86,0.06,-0.06,0,,,,,,,,,,17h55m39.35s,268.9139580,-28d28m36.65s,-28.4768472,7720.0000000,440.0000000,-440.0000000,,,,,,,,,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,Microlensing,2013,MOA,0,,,,,4.300000,1.500000,-1.200000,0,12.400,,,0,1.110,,,0,3690.00000,4260.00000,-1800.00000,0,11.60000,13.40000,-5.60000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.39,0.45,-0.19,0,,,,,,,,,,18h04m53.6s,271.2233330,-27d13m15.4s,-27.2209444,7560.0000000,910.0000000,-910.0000000,,,,,,,,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,Microlensing,2017,Multiple Observatories,0,,,,,10.200000,1.800000,-2.400000,0,12.600,,,0,1.120,,,0,2700.00000,1500.00000,-1200.00000,0,8.40000,4.60000,-3.90000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.49,0.27,-0.23,0,,,,,,,,,,18h01m46.31s,270.4429630,-29d06m31.6s,-29.1087780,5300.0000000,800.0000000,-1300.0000000,,,,,,,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,Microlensing,2017,MOA,0,,,,,0.900000,0.250000,-0.210000,0,2.480,,,0,0.221,,,0,6.70000,10.61000,-3.51000,0,0.02110,0.03340,-0.01100,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.10,0.16,-0.05,0,,,,,,,,,,17h52m34.34s,268.1430970,-32d02m24.33s,-32.0400925,7210.0000000,1140.0000000,-1110.0000000,,,,23.9300000,4.1300000,-1.8200000,,,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,Microlensing,2014,MOA,0,,,,,3.030000,0.270000,-0.270000,0,13.200,,,0,1.180,,,0,871.00000,54.00000,-54.00000,0,2.74000,0.17000,-0.17000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.88,0.05,-0.05,0,,,,,,,,,,18h03m56.5s,270.9854170,-29d32m41s,-29.5447222,6720.0000000,590.0000000,-590.0000000,,,,,,,,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,Microlensing,2016,MOA,0,,,,,0.930000,0.080000,-0.080000,0,1.620,,,0,0.144,,,0,3.24000,0.38000,-0.30000,0,0.01020,0.00120,-0.00090,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.02,0.00,0.00,0,,,,,,,,,,17h58m42.85s,272.0192570,-29d23m53.66s,-29.7315826,850.0000000,80.0000000,-80.0000000,,,,,,,,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,Microlensing,2018,MOA,0,,,,,0.240000,0.060000,-0.090000,0,6.420,,,0,0.572,,,0,33.70000,129.00000,-23.20000,0,0.10600,0.40600,-0.07300,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.01,0.04,-0.01,0,,,,,,,,,,18h07m47.69s,271.9487000,-28d10m13.00s,-28.1702785,7100.0000000,1100.0000000,-1000.0000000,,,,,,,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,Microlensing,2017,MOA,0,,,,,1.390000,0.220000,-0.220000,0,13.200,,,0,1.180,,,0,890.00000,700.00000,-480.00000,0,2.80000,2.20000,-1.50000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.29,0.23,-0.15,0,,,,,,,,,,18h05m53.70s,271.4737550,-27d42m51.43s,-27.7142868,6500.0000000,1000.0000000,-1000.0000000,,,,,,,,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,Microlensing,2018,MOA,0,,,,,0.950000,0.170000,-0.200000,0,14.100,,,0,1.260,,,0,200.00000,369.00000,-100.00000,0,0.62000,1.16000,-0.33000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.15,0.28,-0.08,0,,,,,,,,,,17h54m58.13s,268.7422180,-29d45m01.67s,-29.7504635,6800.0000000,1200.0000000,-1400.0000000,,,,,,,,,
